-1,-1,7,150,0.015593796751825347,0.583190765877412,0.0176036045476
7,150,24,426,0.00765766804777454,0.2863883225292046,0.0086446272332
24,426,35,37,0.05759494574113687,2.1539873227801194,0.0650180751297
35,37,0,0,0.7814070116379501,29.22375870557454,0.882118719547
-1,-1,21,222,0.0007513512222322979,0.028099705396332792,0.025873221216
21,222,21,376,0.01701810518357897,0.6364583272275893,0.586028460543
21,376,25,159,0.0004695945138951862,0.017562315872707995,0.01617076326
25,159,25,312,0.0007513512222322979,0.028099705396332792,0.025873221216
25,312,25,276,0.0037943236722789127,0.1419035122516978,0.130659767141
25,276,25,276,0.005879323313990963,0.21988019472717293,0.202457956016
-1,-1,12,162,0.0007894682172760897,0.02952523888803566,0.00128913443831
12,162,12,215,0.0014661552606529706,0.054832586506253785,0.002394106814
12,215,17,108,0.003552606977733218,0.13286357499581694,0.00580110497238
17,108,17,465,0.000310148228214863,0.011599200991700484,0.000506445672192
17,465,2,245,0.6049300214859437,22.62371429788776,0.987799263352
-1,-1,23,350,0.0002574068711368603,0.009626732521240649,0.000405547895206
23,350,16,415,0.6172874176742512,23.0858672592226,0.972544407495
16,415,35,433,0.0010811088587778597,0.04043227658932466,0.00170330115987
35,433,22,463,0.0072073923918523995,0.2695485105954978,0.0113553410658
22,463,22,193,0.0031918452021006214,0.11937148326351696,0.00502879390056
-1,-1,25,276,0.0008305972334847685,0.031063418642733064,0.00271462504242
25,276,25,272,0.0022322300649861085,0.08348293760218778,0.00729555480149
25,272,7,347,0.017390629576066303,0.6503903278314368,0.0568374618256
7,347,24,103,0.28442764014092065,10.637279421451465,0.929589412962
-1,-1,9,61,0.0018763475337558446,0.07017332421850206,0.00640652300524
9,61,9,61,0.0018763475337558446,0.07017332421850206,0.00640652300524
9,61,9,61,0.0010234622911403503,0.03827635866466735,0.00349446709377
9,61,12,301,0.08882799801852073,3.3220689624362594,0.30329062318
12,301,35,29,0.19006547631712956,7.108238773682035,0.648951659872
-1,-1,27,363,0.0003969169131111416,0.014844253919103375,0.00655229926138
27,363,27,363,0.00011546673835946165,0.004318328412824718,0.00190612342149
27,363,27,287,0.006509437375045015,0.24344576427412906,0.107457707887
27,287,34,404,0.052703349389986644,1.9710470249301733,0.870026209197
34,404,34,413,0.0006206337186815764,0.02321101521891304,0.0102454133905
-1,-1,7,150,0.01359110942991933,0.5082924731996754,0.0554730064388
7,150,16,354,0.13186612125454528,4.931647210210046,0.538220241043
16,354,35,145,0.003195528705259682,0.11950924221104157,0.0130427604425
35,145,35,113,0.002184285444095228,0.08168986176427281,0.00891530460624
-1,-1,35,304,0.00023932507913412704,0.008950493482452632,0.000331693294267
35,304,35,113,0.2979597235224103,11.143364385669313,0.412958151363
35,113,22,246,0.07897727611418255,2.9536628492064003,0.109458787108
22,246,22,193,0.31814280519616295,11.898189336026856,0.440930952513
22,193,2,243,0.021539257122121937,0.8055444134226257,0.0298523964841
-1,-1,29,56,0.00016344450689573402,0.006112643936046004,0.000193337898256
29,56,2,245,0.00420869605256346,0.15740058135312135,0.00497845088009
2,245,17,465,0.032327961426431684,1.2090300318509173,0.0382406251259
17,465,34,419,0.0013586324635682528,0.05081135271828756,0.00160712127925
34,419,20,83,0.00022814129087501362,0.008532232160720342,0.000269867482982
-1,-1,17,126,0.007855387920077662,0.29378282725392113,0.0291862478358
17,126,17,365,0.028026426392783417,1.0481573752012014,0.104130596092
17,365,34,351,0.16083573910916135,6.015078903766772,0.597576057383
34,351,20,50,0.015045064999455264,0.5626688047399807,0.055899084838
20,50,20,40,0.056052852785566834,2.096314750402403,0.208261192184
-1,-1,27,363,0.007412831491132251,0.2772317058786579,0.0172251800814
27,363,10,136,0.026820972122490846,1.003074717634831,0.0623238333855
10,136,19,306,0.10027539326208394,3.750188894075974,0.233009708738
